시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
경기도,이천시,중부대로,,경기도 이천시 부발읍 고백리 640-2,106,1,N,N,37.29315608,127.5284114,7,8,23.8,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 고백리 314-5,107,1,N,N,37.29401877,127.5339284,6,8,24,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 두미리 813,108,1,N,N,37.16118038,127.438518,2,6,5.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 두미리 813,109,1,N,N,37.16118038,127.438518,2,6,5.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 두미리 813,110,1,N,N,37.16118038,127.438518,3,6,8.6,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 두미리 812,111,1,N,N,37.16684021,127.4392372,2,6,5.8,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 687,112,1,N,N,37.17503146,127.4388302,2,4,9.8,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 675-1,113,1,N,N,37.17881702,127.4393584,4,6,14.6,Y,N,Y,,,Y,Y,Y,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 671-2,114,1,N,N,37.17916419,127.4394053,3,6,12.6,Y,N,Y,,,Y,Y,Y,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 산119,115,1,N,N,37.1817432,127.4395215,2,6,7.4,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 631,116,1,N,N,37.18530748,127.4401281,2,6,5.6,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 372-2,117,1,N,N,37.1970904,127.4456813,3,4,10.2,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 640,118,1,N,N,37.19975418,127.4474469,2,4,6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 640,119,1,N,N,37.19975418,127.4474469,2,5,6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 440-4,120,1,N,Y,37.2009239,127.4486454,2,4,6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 640,121,1,N,Y,37.19975418,127.4474469,2,5,6,Y,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 181-4,122,1,N,Y,37.20354419,127.4503166,2,4,6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 대포동 585-4,123,1,N,N,37.20894224,127.453021,2,4,9.8,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 925-2,124,1,N,N,37.21090703,127.4533121,2,4,8,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 935-5,125,1,N,N,37.21474925,127.4511345,3,4,11,Y,N,N,,,Y,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 935-5,126,1,N,N,37.21474925,127.4511345,3,4,11,Y,N,N,,,Y,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 단월동 555-5,127,1,N,N,37.21933217,127.4493264,6,10,19.2,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 고담동 467-4,128,1,N,N,37.24260848,127.4533519,2,4,6.6,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 고담동 450-1,129,1,N,N,37.24360589,127.4541182,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 고담동 447-2,130,1,N,N,37.24431217,127.4546163,2,4,6.2,N,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 고담동 430-1,131,1,N,N,37.2450275,127.4551241,2,4,6.2,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 장록동 290-9,132,1,N,N,37.25436281,127.4567696,2,4,9.8,Y,N,N,,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 증포동 13-1,133,1,N,N,37.29756386,127.4600953,6,8,25.8,Y,N,N,,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 모전리 832-1,134,1,N,N,37.30133785,127.4612546,6,8,23.2,Y,N,N,,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 모전리 82-3,135,1,N,N,37.30493414,127.4632427,5,6,17.4,Y,N,Y,,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 모전리 970,136,1,N,N,37.3063795,127.4635453,6,6,20.2,Y,N,N,,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 모전리 968-13,137,1,N,N,37.30722136,127.4640124,5,6,18.8,Y,N,N,,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 모전리 966-5,138,1,N,N,37.30814456,127.4643323,5,6,19.2,Y,N,Y,,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 모전리 23,139,1,N,N,37.31177586,127.4659829,7,6,29.4,Y,N,Y,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 모전리 산11,140,1,N,N,37.31495892,127.4677039,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 모전리 산1,141,1,N,N,37.31914991,127.4694679,3,6,10.8,Y,N,N,,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 조읍리 603-4,142,1,N,N,37.3207662,127.4710678,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 조읍리 산103,143,1,N,N,37.32346456,127.4744791,2,6,6.6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 조읍리 산103,144,1,N,N,37.32346456,127.4744791,2,6,7,Y,Y,N,,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 조읍리 572,145,1,N,N,37.32484703,127.4759178,3,6,10.6,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 조읍리 산78-1,146,1,N,N,37.33061911,127.4813174,2,6,6.2,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 현방리 319-1,147,1,N,N,37.33381668,127.4846539,2,5,7.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 송말리 96-1,148,1,N,N,37.33573713,127.4865548,3,6,9.6,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,이여로,,경기도 이천시 백사면 송말리 56-2,149,1,N,N,37.34064344,127.487926,3,6,11.6,Y,N,N,,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,일생로,,경기도 이천시 율면 산양리 596,150,1,N,N,37.05629022,127.5248003,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,일생로,,경기도 이천시 율면 산양리 256-1,151,1,N,N,37.05717698,127.5203200368,2,4,6.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,일생로,,경기도 이천시 율면 산양리 449-14,152,1,N,N,37.05940975,127.5175945,2,4,7.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,일생로,,경기도 이천시 율면 산양리 392-8,153,1,N,N,37.06403556,127.5136273,2,4,6.8,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,원설로,,경기도 이천시 설성면 대죽리 184-5,154,1,N,N,37.13421714,127.4906003,4,4,15.4,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,원설로,,경기도 이천시 설성면 대죽리 679-2,155,1,N,N,37.13537685,127.4731075,3,4,13.2,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,원설로,,경기도 이천시 설성면 대죽리 678-1,156,1,N,N,37.13555844,127.4726023,3,4,13.2,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,원설로,,경기도 이천시 설성면 대죽리 산119-1,157,1,N,N,37.13652261,127.4657089,3,4,9.2,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,마도로,,경기도 이천시 마장면 관리 산88-1,158,1,N,N,37.27729779,127.3511329,4,6,17.6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,마도로,,경기도 이천시 마장면 관리 산89-2,159,1,N,N,37.27591545,127.3523132,3,4,9,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,마도로,,경기도 이천시 마장면 관리 651-3,160,1,N,N,37.27294831,127.3529167,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,마도로,,경기도 이천시 마장면 관리 산168-2,161,1,N,N,37.26519535,127.3541323,2,4,7.2,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,마도로,,경기도 이천시 마장면 양촌리 80-11,162,1,N,N,37.25724714,127.3529461,5,5,12.8,Y,N,N,,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,마도로,,경기도 이천시 마장면 양촌리 64-10,163,1,N,N,37.25643746,127.3525253,5,6,17.2,Y,N,N,,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,마도로,,경기도 이천시 마장면 양촌리 33-16,164,1,N,N,37.25591517,127.3524215,5,6,21.8,Y,N,N,,,N,Y,Y,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 이치리 362-5,165,1,N,N,37.24729183,127.3621635,4,6,12.6,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 이치리 363-33,166,1,N,N,37.24624837,127.3623623,5,6,17,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 덕평리 318-3,167,1,N,N,37.23915991,127.363395,6,8,20.8,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 덕평리 441-1,168,1,N,N,37.23708181,127.3645000322,7,6,21.6,Y,N,N,,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 덕평리 503-1,169,1,N,N,37.23261976,127.3667632,4,6,18.2,Y,N,Y,,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 덕평리 105-1,170,1,N,N,37.23075529,127.3665595,2,4,7,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 이평리 267-39,171,1,N,N,37.22730652,127.3677398,4,4,20.2,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 이평리 541-1,172,1,N,N,37.22313689,127.3699147,2,4,7,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 이평리 391-5,173,1,N,N,37.22168866,127.3715522,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 이평리 168-5,174,1,N,N,37.22049136,127.373884,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 마장면 이평리 170-5,175,1,N,N,37.22008232,127.3747441,3,6,11,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 호법면 매곡리 556-13,176,1,N,N,37.20864035,127.3867157,2,4,7.6,Y,N,N,,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 호법면 매곡리 556-13,177,1,N,N,37.20864035,127.3867157,1,4,4.4,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 호법면 매곡리 617,178,1,N,N,37.20542231,127.3843266,4,6,16.2,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,덕평로,,경기도 이천시 호법면 매곡리 1087-8,179,1,N,N,37.19887925,127.384568,2,6,7.4,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 928,180,1,N,N,37.20895369,127.4535457,2,4,7.2,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 573-8,181,1,N,N,37.20720799,127.4542166,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 547-1,182,1,N,N,37.2017274,127.458521,4,4,15.4,Y,N,N,,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 소고리 380-4,183,1,N,N,37.19524626,127.4664614,2,4,5.8,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 원두리 410,184,1,N,N,37.1894195,127.4723848,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 원두리 616-1,185,1,N,N,37.18472612,127.4762621,2,6,6.2,Y,Y,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 원두리 산25-2,186,1,N,N,37.1813932,127.4785394,2,6,7.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 진가리 199-4,187,1,N,N,37.17992174,127.4791101,2,6,8,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 진가리 453,188,1,N,N,37.17477538,127.4799441,2,6,8,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 진가리 460,189,1,N,N,37.17151843,127.4805938,2,4,14,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 진가리 110-2,190,1,N,N,37.17130618,127.4805281,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 진가리 461,191,1,N,N,37.1710641,127.4821349,2,4,7.4,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,대월로,,경기도 이천시 모가면 진가리 101-4,192,1,N,N,37.17153741,127.484906,2,4,6.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,대월로,,경기도 이천시 모가면 진가리 88-4,193,1,N,N,37.16937269,127.4831817,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,대월로,,경기도 이천시 모가면 진가리 67-33,194,1,N,N,37.16812152,127.4815277,2,4,7.6,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 진가리 산44-3,195,1,N,N,37.16503594,127.4794051,3,4,8.8,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 서경리 519-9,196,1,N,N,37.16156346,127.4803138,2,4,7.6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 서경리 519-9,197,1,N,N,37.16156346,127.4803138,2,4,7.6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 송곡리 297-2,198,1,N,Y,37.15184925,127.4832588,2,4,6.2,Y,Y,N,,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 송곡리 95-2,199,1,N,N,37.1474799968,127.4926226,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 모가면 송곡리 175-3,200,1,N,N,37.14577297,127.4938259,2,4,6.6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 설성면 수산리 376-2,201,1,N,N,37.14153437,127.4994387,2,4,6.6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,노성로,,경기도 이천시 설성면 수산리 569-1,202,1,N,N,37.13517803,127.4940737,2,4,6.6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,노성로,,경기도 이천시 설성면 대죽리 산32-5,203,1,N,N,37.12636896,127.4855722,5,6,16.2,Y,N,N,,,Y,Y,Y,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,설가로,,경기도 이천시 설성면 장천리 610-3,204,1,N,N,37.14373093,127.512959,2,6,6.4,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,설가로,,경기도 이천시 설성면 상봉리 산82-4,205,1,N,N,37.14917013,127.5112071,2,4,6.4,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,설가로,,경기도 이천시 설성면 상봉리 573-2,206,1,N,N,37.15573137,127.511241,2,6,8.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,설가로,,경기도 이천시 설성면 송계리 399-19,207,1,N,N,37.16281188,127.5128048,2,4,11,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,설가로,,경기도 이천시 설성면 상봉리 산15-4,208,1,N,N,37.1639514,127.5127751,2,4,9.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,설가로,,경기도 이천시 설성면 송계리 산157,209,1,N,N,37.16692971,127.5115386,2,4,7.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,설가로,,경기도 이천시 설성면 송계리 33-3,210,1,N,N,37.17611946,127.5138184,3,6,9.4,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,설가로,,경기도 이천시 대월면 군량리 산4-6,211,1,N,N,37.18650857,127.5179314,2,4,10,Y,N,N,,,Y,Y,Y,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,황무로,,경기도 이천시 신둔면 인후리 217,212,1,N,N,37.30451567,127.3782431,2,4,7,Y,Y,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,황무로,,경기도 이천시 신둔면 인후리 217,213,1,N,N,37.30451567,127.3782431,2,4,6.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,황무로,,경기도 이천시 신둔면 마교리 369-40,214,1,N,N,37.30190263,127.3875201,2,6,7.6,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,황무로,,경기도 이천시 신둔면 마교리 289,215,1,N,N,37.30112748,127.3893811,2,6,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
